sku,product_slug,product_name,product_status,variant_status,sale,mrp
woo-var-46110,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2450.0
woo-var-46111,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2450.0
woo-var-46112,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2450.0
woo-var-46113,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2450.0
woo-var-46114,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1990.0,2750.0
woo-var-46115,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1990.0,2750.0
woo-var-46116,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1990.0,2750.0
woo-var-46117,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1990.0,2750.0
woo-var-46118,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2450.0
woo-var-46119,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2450.0
woo-var-46120,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2450.0
woo-var-46121,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2450.0
woo-var-46122,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1990.0,2750.0
woo-var-46123,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1990.0,2750.0
woo-var-46124,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1990.0,2750.0
woo-var-46125,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1990.0,2750.0
woo-var-46126,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1690.0,2350.0
woo-var-46127,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1690.0,2350.0
woo-var-46128,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1690.0,2350.0
woo-var-46129,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1690.0,2350.0
woo-var-46130,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,32.2,34.9
woo-var-46131,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2750.0
woo-var-46132,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2750.0
woo-var-46133,yoga-mats-superior-moderate,Yoga Mats Superior & Moderate,DRAFT,ACTIVE,1790.0,2750.0
CO-Me-Zf-Zn-C-GY,zafu-zabuton-meditation-cushion-combo,Zafu & Zabuton Meditation Cushion Combo,ACTIVE,ACTIVE,2795.0,3295.0
ME-BE-L,zen-meditation-bench,Zen Meditation Bench,ACTIVE,ACTIVE,3650.0,4250.0
ME-BE-M,zen-meditation-bench,Zen Meditation Bench,ACTIVE,ACTIVE,3450.0,4000.0
ME-BE-S,zen-meditation-bench,Zen Meditation Bench,ACTIVE,ACTIVE,3250.0,3550.0
